ok	Meyer_Schnell_2020_How_teachers_grade_students_mathematical_arguments.pdf	614435	200	https://d-nb.info/1220592552/34
ok	Moore_2016_Mathematics_Professors_Evaluation_of_Students_Proofs.pdf	1200932	200	https://digitalcommons.andrews.edu/cgi/viewcontent.cgi?article=1094&context=pubs&filename=0&httpsredir=1&referer=&type=additional
ok	Teachers_Views_Role_of_Examples_in_Proving_related_Activities_2020.pdf	438294	200	http://pdf.medrang.co.kr/JERM/2020/030/JERM030-04-S-115.pdf
ok	Lesseig_2016_Investigating_Mathematical_Knowledge_for_Teaching_Proof.pdf	863599	200	https://files.eric.ed.gov/fulltext/EJ1105101.pdf
ok	1987 Balacheff - ESM - Processus de preuve et situations de validation.pdf	483520	200	https://hal.science/hal-01619264v1/document
ok	Balacheff.Nicolas_1988_these_vol_1_et_2.pdf	54802769	200	https://theses.hal.science/tel-00326426v1/document
ok	hal-04028314.pdf	623244	200	https://hal.science/hal-04028314v2/document
ok	Coppe_2018_Evaluation_et_didactique.pdf	2744680	200	https://www.erudit.org/fr/revues/mee/2018-v41-n1-mee04281/1055895ar.pdf
ok	Horoks_Pilet_2023_Note_Cnesco.pdf	1313380	200	https://www.cnesco.fr/wp-content/uploads/2023/09/Cnesco-CC-Eval_Note-Julie-HOROKS-Julia-PILET.pdf
ok	Ozturk_Guven_2022_Criteria_proof_evaluation.pdf	972267	200	https://files.eric.ed.gov/fulltext/EJ1345931.pdf
ok	Gautreau_2026_Demonstration_circulaire.pdf	435270	200	https://arxiv.org/pdf/2601.14853
ok	Stylianides_et_al_2023_Systematic_review.pdf	693078	200	https://api.repository.cam.ac.uk/server/api/core/bitstreams/f013f77f-3763-4162-9e58-e29972fe6451/content
ok	Roditi_2011_HDR.pdf	2332180	200	https://theses.hal.science/tel-00655481/document
ok	Duval_1993_Argumenter_demontrer_expliquer.pdf	1409918	200	https://bibnum.publimath.fr/IPX/IGR93015.pdf
ok	Weber_2008_Valid_proof.pdf	758650	200	https://www.math.rutgers.edu/~jpmejia/files/Weber_%282008JRME%29.pdf
ok	Weber_2010_Conviction_validity_proof.pdf	636349	200	https://www.math.rutgers.edu/~jpmejia/files/Weber_%282010MTL%29.pdf
ok	Inglis_et_al_2013_Different_standards.pdf	578647	200	https://www.math.rutgers.edu/~jpmejia/files/validation.pdf
ok	Durand_Guerrier_et_al_2012_Argumentation_and_proof.pdf	314928	200	https://link.springer.com/content/pdf/10.1007/978-94-007-2129-6_15.pdf
ok	Herbst_Chazan_2023_Practical_rationality.pdf	968362	200	https://link.springer.com/content/pdf/10.1007/978-3-031-25613-4_7.pdf
ok	Ramassamy_2024_These_apprentissage_preuve.pdf	10246450	200	https://theses.hal.science/tel-05005628/document
ok	Sayac_2019_Approche_didactique_evaluation.pdf	4685119	200	https://hal.science/hal-04101348/document
ok	Quebec_PFEQ_Mathematique_premier_cycle_secondaire.pdf	1036151	200	https://cdn-contenu.quebec.ca/cdn-contenu/education/pfeq/secondaire/programmes/PFEQ-mathematique-premier-cycle-secondaire.pdf
ok	Quebec_2011_Cadre_evaluation_mathematique_secondaire.pdf	208276	200	https://enseigner-soutien.uqat.ca/__attachments/1632043093/Cadre%20%C3%A9valuation%20math%C3%A9matique%20secondaire.pdf?inst-v=ce188586-5b7e-41d8-828a-579a96443f52
ok	Ko_Hagen_2013_Conviction_and_validity.pdf	885819	200	https://www.pmena.org/pmenaproceedings/PMENA%2035%202013%20Proceedings.pdf#page=811
